11,"Cutremur de 7,8 grade în Indonezia. A fost emisă alertă de TSUNAMI",2016-03-02,"REALITATEA. TV","Un cutremur de 7,8 grade s-a produs, miercuri, în Insula Sumatra. În urma seismului a fost declanşată o alertă de tsunami.Cutremurul s-a produs la o adâncime de 10 km. Epicentrul a fost localizat la 808 km sud-vest de Padang",6
12,"Un delfin dintr-o specie vulnerabilă a murit după ce oamenii și-au făcut poze cu el",2016-02-18,"Florin Piersic","Un delfin a murit după ce a fost dat din mână în mână printre turiști pe o plajă din Argentina, pentru ca aceștia să-și facă selfie-uri cu el.O mulțime de oameni s-au adunat pe o plajă din Argentina pentru a-și face poze cu un delfin tânăr, dându-l din mână în mână între ei. Din nefericire, delfinul s-a stins din viață din cauza căldurii și a deshidratării, conform Sky News.Chiar și după ce a murit, oamenii au continuat să-și facă fotografii cu el, însă până la urmă l-au părăsit pe plajă. Delfinul făcea parete dintr-o specie vulnerabilă. ”Sperăm că acest incident să le atragă oamenilor atenția că trebuie să ducă din nou în ocean orice delfin pe care îl văd pe mal”, au declarat reprezentanții Fundației Argentiniene pentru Viața Sălbatică. ",6
13,"Ei sunt oamenii care îți arată Realitatea",2013-05-15,"Costel Ispirescu","Războaie sângeroase, alegeri, conflicte politice, un referendum care ar putea reface harta Uniunii Europene, confruntări geopolitice care schimbă lumea în care trăim, competiții sportive care ne aduc speranță - 2016 este un an plin de evenimente.Realitatea TV, prin oamenii săi, va fi alături de telespectatori și le va arăta zi de zi ce se întâmplă.Îi cunoașteți deja pe cei care sunt Realitatea TV, iar dacă nu, urmăriți clipul de mai jos. ",7
14,"Veşti bune de la RCS-RDS. Performanţă reuşită de colosul în telecomunicaţii",2015-06-11,"Realitatea.NET","Odată cu startul Ligii I, DigiSport, postul companiei RCS-RDS, a intrat în top 10, după media în februarie, în Prime-Time. Au fost însă și zile în care, cu anumite meciuri, canalul de sport al RCS a ajuns și în Top 3 al clasamentelor de audiență.",7
15,"Arestare la vârful gigantului Facebook. Suntem dezamăgiţi că a fost făcut acest pas extrem",2015-07-17,"Ralitatea.NET","Bărbatul este acuzat că a ignorat un ordin judiciar într-o investigaţie secretă ce viza infracţiuni de crimă organizată şi trafic de droguri. Mai exact, Diedo Dzodan ar fi refuzat să ofere autorităţilor informaţii despre unii utilizatori ai WhatsApp, serviciu deţinut, de asemenea, de Facebook.Pe de altă parte, un purtător de cuvând al WhatsApp a declarat că, în măsura în care a fost posibil, compania a cooperat cu anchetatorii. El a criticat decizia extremă de arestare a lui Dzodan, relatează The Guardian.",7
16,"Directia 5 canta pe 10 martie la Hard Rock Cafe",2016-03-02,"Mihai Bradea","Biletele pentru showul DIRECŢIA 5 se găsesc în format electronic pe www.iabilet.ro, în reţeaua fizică iabilet.ro (www.iabilet.ro/retea - Magazinul Muzica, Agenţiile Perfect Tour, stand-ul de bilete de la Metrou Unirii 1 (langa casa de bilelete Metrorex), Magazinele Uman şi VGeneration, IQ BOX, reţeaua de magazine Say – partener Orange, pe terminalele self-service ZebraPay din toată ţara), la Hard Rock Cafe si in ziua concertului la intrare.",9
17,"O nouă premieră la Teatrul de Comedie - Îmblânzirea scorpiei, în regia lui Gelu Colceag",2016-03-01,"Radu Minolescu","Îmblânzirea scorpiei în viziunea lui Gelu Colceag, dezvăluie o imagine nouă asupra unei povești arhicunoscute, aducând pe scenă o varietate de motive și de procedee menite să traducă, într-un limbaj contemporan, mesajul piesei originale, ocultat de marile prejudecăți ale secolelor trecute. Ritmul alert, muzica live și momentele coregrafice, transformă spectacolul într-un show ingenios și modern",9
18,"A murit un actor cunoscut de la Hollywood, la doar 49 de ani. L-ai văzut în mai multe seriale!",2016-01-15,"Mircea Tufin","Trupul neînsufleţit al lui Lee Reherman a fost descoperit de iubita sa, în casa cuplului din Manhattan Beach, California.A devenit celebru în momentul în care a apărut în reality show-ul American Gladiators, în care a interpretat rolul lui Hawk.",9
19,"Ministrul Educaţiei: Pachetul legislativ care reglementează doctoratul şi plagiatul a fost aprobat",2016-03-03,"Mircea Tufin","Pachetul legislativ privind clarificarea cadrului normativ în ceea ce priveşte doctoratele a fost aprobat, a anunţat ministrul Educaţiei, Adrian Curaj, care a spus că de la sesizarea unui prezumtiv plagiat şi până la retragerea titlului în cazul constatării acestuia vor trece maximum 60 de zile.",5
20,"Cadrul legislativ pentru doctorate, aprobat",2016-03-03,"Gheorge Ninulescu","Ministrul Educaţiei, Adrian Curaj, a declarat, miercuri, că, în cadrul şedinţei de guvern, s-a adoptat cadrul legislativ pentru doctorate. Potrivit ministrului, Consiliul de Etică nu se va mai ocupa de plagiate. În acelaşi timp, Curaj anunţă că lucrările de doctorat rămân publice.",5
21,"Alegeri în marile universităţi din ţară: noii rectori au fost desemnaţi",2016-03-01,"Andrian Panainte","2016 a fost an electoral şi în universităţi. Numai că alegerile deja s-au încheiat. Academicianul Ioan Aurel Pop a fost reales rector al Universităţii "Babeş-Bolyai" cu un procent de 70 la sută. În acelaşi timp, la Academia de Ştiinţe Economice a fost pus în funcţie Nicolae Istudor, fostul prorector.",5
22,"Băutura-minune care îţi curăţi ficatul. Efectele se văd imediat",2016-02-19,"Adrian Curaj","Beneficiile uleiului de măsline şi ale lămâiei sunt bine-cunoscute. Combinate, aceste ingrediente protejează şi curăţă ficatul.Ficatul joacă un rol major în metabolism şi are ca sarcină detoxificarea ficatului de toxine şi de deşeurile metabolice. Când ficatul este suprasolicitat, este posibil să apară erupţii pe piele.Lămâile sunt unele dintre cele mai bune alimente pentru curăţarea ficatului. Potrivit doctorului Alexander F. Beddoe, ficatul produce din sucul de lămâie proaspăt mai multe enzime decât ar produce din oricare alt aliment.De asemenea, s-a demonstrat că utilizarea coajei de lămâie reduce nivelul de colesterol, potrivit unui studiu din 2002 efectuat de o echipă de cercetători olandezi. Rezultatele, publicate în ",4
23,"Este uimitor ce se întâmplă cu silueta ta dacă bei un pahar de vin roşu înainte de culcare",2016-03-21,"Tutuianu Florin","Oamenii de știință au analizat mult timp efectele consumului de vin roșu asupra siluetei, iar rezultalele sunt îmbucurătoare.Un studiu realizat la Universitatea Harvard pe 20,000 de femei a arătat că participantele care au consumat două pahare de vin roșu pe zi, nu au avut probleme cu kilogramele în plus. Alte studii au scos la iveală că vinul roșu stimulează procesul de ardere al grăsimilor.The Journal of Nutritional Biochemistry a publicat un studiu care încercat să determine ce efect au strugurii și cum reușește vinul roșu să stimuleze scăderea în greutate. Experimentul a fost făcut pe șoareci de laborator și a demontrat că șoarecii cărora li s-a administrat extract de vin roșu, erau mai puțin predispuși să depoziteze grăsime la nivelul ficatului, iar nivelul glicemiei li s-a diminuat.",4
24,"Bebeluşii puteau fi salvaţi. Pacienţii mor cu zile în spitale. Fondurile europene sunt neaccesate",2015-02-19","Tutuianu Florin","Dacă România şi-ar fi făcut temele, situaţia bebeluşilor ajunşi în spital ar fi putut fi alta. Sute de milioane de euro, fonduri europene, aşteaptă să fie investite în sănătate, dar nu pot fi accesate, pentru că ne lipseşte o strategie, fără de care Bruxelles-ul nu dă banii. În tot acest timp, spitale ca cel de Pediatrie din Piteşti duc lipsă de aparatură care ar putea salva vieţi.",4
25,"SURPRIZĂ! Un mare jucător de tenis, care se retrăsese, va reveni în activitate",2016-03-03,"Nume Nou","Australianul Lleyton Hewitt, care a pus capăt carierei sale pe data de 21 ianuarie, la vârsta de 34 de ani, va reveni în activitate pentru a ajuta Australia în întâlnirea cu SUA din primul tur al competiției de tenis pe echipe Cupa Davis, ce se va desfășura începând de vineri la Melbourne.",10
26,"Veste proastă pentru Adi Mutu, primită de la conducătorii lui ASA Tg. Mureş",2016-03-03,"Alt nume","De la plecarea lui Petre Grigoraş, cel care s-a ocupat de antrenamentele lui ASA Tg. Mureş a fost Adi Mutu. Briliantul a reuşit să ducă echipa în play-off, iar miercuri seară, în turul semifinalelor Cupei României, ardelenii au remizat, 0-0, acasă, cu CFR Cluj.",10
27,"Veşti proaste riscăm să pierdem organizarea meciurilor de la Euro 2020 din cauza Arenei Naționale",2016-02-26,"Reporter unu","Veşti proaste: riscăm să pierdem organizarea meciurilor de la Euro 2020 din cauza Arenei Naționale,Preşedintele FRF, Răzvan Burleanu, l-a somat public pe Răzvan Sava primarul interimar al Bucureştiului, să deschidă Arena Naţională pentru meciurile echipei naţionale,în caz contrar federaţia urmând să mute cartierul general al reprezentativei la Cluj.",10
28,"Clasamentul FIFA. Pe ce loc este naţionala noastră, cu 99 de zile înainte de EURO 2016",2016-03-03",Alt nume","Naționala României se menține pe locul 16 în clasamentul Federației Internaționale de Fotbal (FIFA), dat publicității joi și în care s-au înregistrat puține mișcări.",10
29,"S-a găsit cea mai bună metodă pentru a detecta extratereştri. Aşa ceva nu ne imaginam",2016-03-03,"Schimba Nume","Un nou studiu sugerează că există o posibilitate de a răspunde la multiplele întrebări ce apar în domeniul cercetării vieţii extraterestre. În acest sens, se presupune că formele de viaţă care ar putea trăi în spaţiul cosmic folosesc metode similare cu cele ale noastre pentru afla dacă nu sunt singure în Univers.",11
30,"Pericolul la care se expun toţi bărbaţii care îşi ţin telefonul în buzunar",2016-02-25,"Schimba Nume","Bărbaţii care îşi pun telefonul mobil într-un buzunar de la pantaloni şi cei care vorbesc la telefon câte o oră pe zi riscă să aibă probleme de fertilitate.",11
31,"S-a aflat când va fi sfârșitul lumii. Ce spun oamenii de știință",2016-02-27,"Finch Merley","Descoperirea nu are legătură cu semnele apocaliptice din Biblie, ci se bazează pe date științifice, spune o echipă de cercetători din Portugalia.",11
32,"Care este cel mai mare NUMĂR existent?",2016-03-03,"Finch Merley","Pentru a afla care este cel mai mare număr existent trebuie să respectăm câteva condiţii. Pe canalul său de YouTube, Sharkee ne va ajuta să aflăm care este cel mai mare număr.Pe canalul său de YouTube, Sharkee ne va ajuta să aflăm care este cel mai mare număr. Condiţiile care trebuiesc respectate sunt următoarele: În primul rând, numărul trebuie să fie util într-un fel, iar pe de altă parte, nu poate fi doar un număr arbitrar, trebuie să demonstrăm cum am ajuns la el; în al treilea rând, infinitul nu contează - numărul trebuie să fie finit, scrie Descoperă.",11
33,"DIESELGATE. Decizia care va înfuria clienţii în scandalul motoarelor trucate",2015-07-12,"Finch FInch","Concesionarii Volkswagen nu sunt obligați să reprimească autovehiculele cu motoare trucate pe care le-au vândut clienților, a decis miercuri un tribunal din Bochum, în ceea ce a fost primul proces judecat în Germania după scandalul 'dieselgate', informează AFP.",10
